Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"26/10/25, 18:45:22",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,File submissions,Submission updated.,The user with id '165' updated a file submission and uploaded '1' file/s in the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:45:22",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '165' has uploaded a file to the submission with id '12704' in the assignment activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:45:22",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:43:16",User_d8cf2c85,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '183' viewed the 'resource' activity with course module id '2886'.,web,104.28.125.2
"26/10/25, 18:43:10",User_d8cf2c85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '183' viewed the section number '12' of the course with id '83'.,web,104.28.125.2
"26/10/25, 18:43:10",User_d8cf2c85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '183' viewed the course with id '83'.,web,104.28.125.2
"26/10/25, 18:42:51",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '165' viewed their submission for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:42:51",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:42:45",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:42:45",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.63
"26/10/25, 18:42:42",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the section number '12' of the course with id '83'.,web,103.190.18.63
"26/10/25, 18:42:41",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the section number '8' of the course with id '83'.,web,103.190.18.63
"26/10/25, 18:42:37",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the course with id '83'.,web,103.190.18.63
"26/10/25, 18:42:02",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:42:01",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:42:01",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,A submission has been submitted.,The user with id '165' has submitted the submission with id '12704' for the assignment with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:42:00",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,System,Course activity completion updated,The user with id '165' updated the completion state for the course module with id '2887' for the user with id '165'.,web,103.190.18.74
"26/10/25, 18:42:00",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,File submissions,Submission created.,The user with id '165' created a file submission and uploaded '1' file/s in the assignment with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:42:00",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,File submissions,A file has been uploaded.,The user with id '165' has uploaded a file to the submission with id '12704' in the assignment activity with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:42:00",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:41:26",User_bd08e768,User_bd08e768,Assignment: Assessment 2 Submission,Assignment,Submission form viewed.,The user with id '165' viewed their submission for the assignment with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:41:26",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:41:20",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:41:20",User_bd08e768,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2887'.,web,103.190.18.74
"26/10/25, 18:41:16",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the section number '12' of the course with id '83'.,web,103.190.18.74
"26/10/25, 18:41:12",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the course with id '83'.,web,103.190.18.74
"26/10/25, 17:56:03",User_35281072,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '244' viewed the 'resource' activity with course module id '2886'.,web,203.164.210.161
"26/10/25, 17:56:01",User_35281072,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '244' viewed the 'resource' activity with course module id '2886'.,web,203.164.210.161
"26/10/25, 17:56:01",User_35281072,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '244' viewed the 'resource' activity with course module id '2886'.,web,203.164.210.161
"26/10/25, 17:55:34",User_35281072,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '244' viewed the 'resource' activity with course module id '2886'.,web,203.164.210.161
"26/10/25, 17:55:34",User_35281072,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '244' viewed the 'resource' activity with course module id '2886'.,web,203.164.210.161
"26/10/25, 17:55:25",User_35281072,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '244' viewed the section number '12' of the course with id '83'.,web,203.164.210.161
"26/10/25, 17:55:14",User_35281072,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '244' viewed the course with id '83'.,web,203.164.210.161
"26/10/25, 16:04:14",User_bd08e768,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '165' viewed the 'resource' activity with course module id '2886'.,web,103.190.18.42
"26/10/25, 16:04:14",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the section number '12' of the course with id '83'.,web,103.190.18.42
"26/10/25, 16:03:27",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the section number '7' of the course with id '83'.,web,103.190.18.74
"26/10/25, 16:03:27",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the course with id '83'.,web,103.190.18.74
"26/10/25, 16:03:01",User_bd08e768,User_a9d623bd,Quiz: Quiz 07 - Responsive Design & Branding,Quiz,Course module viewed,The user with id '165' viewed the 'quiz' activity with course module id '2865'.,web,103.190.18.74
"26/10/25, 16:02:56",User_bd08e768,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '2864'.,web,103.190.18.74
"26/10/25, 16:02:55",User_bd08e768,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '2864'.,web,103.190.18.74
"26/10/25, 16:02:50",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '165' viewed the section number '7' of the course with id '83'.,web,103.190.18.74
"26/10/25, 16:02:49",User_bd08e768,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '165' viewed the section with id '1120'.,web,103.190.18.74
"26/10/25, 16:02:40",User_bd08e768,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '3400'.,web,103.190.18.74
"26/10/25, 16:02:40",User_bd08e768,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '3400'.,web,103.190.18.74
"26/10/25, 16:02:32",User_bd08e768,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '3400'.,web,103.190.18.74
"26/10/25, 16:02:32",User_bd08e768,User_a9d623bd,Assignment: Task 5: Usability Exercise,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '3400'.,web,103.190.18.74
"26/10/25, 16:02:26",User_bd08e768,User_a9d623bd,Assignment: Task 4: UX Design,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '3274'.,web,103.190.18.74
"26/10/25, 16:02:25",User_bd08e768,User_a9d623bd,Assignment: Task 4: UX Design,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '3274'.,web,103.190.18.74
"26/10/25, 16:02:18",User_bd08e768,User_a9d623bd,Assignment: Task 3: CSS,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '3182'.,web,103.190.18.74
"26/10/25, 16:02:18",User_bd08e768,User_bd08e768,Assignment: Task 3: CSS,Assignment,Feedback viewed,The user with id '165' viewed the feedback for the user with id '165' for the assignment with course module id '3182'.,web,103.190.18.74
"26/10/25, 16:02:18",User_bd08e768,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '3182'.,web,103.190.18.74
"26/10/25, 16:02:11",User_bd08e768,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '3114'.,web,103.190.18.74
"26/10/25, 16:02:11",User_bd08e768,User_bd08e768,Assignment: Task 2: HTML,Assignment,Feedback viewed,The user with id '165' viewed the feedback for the user with id '165' for the assignment with course module id '3114'.,web,103.190.18.74
"26/10/25, 16:02:10",User_bd08e768,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '165' viewed the 'assign' activity with course module id '3114'.,web,103.190.18.74
"26/10/25, 16:02:10",User_bd08e768,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '165' has viewed the submission status page for the assignment with course module id '3114'.,web,103.190.18.74
